""	WT_1	WT_2	Y2_1	Y2_2	YT_1	YT_2
RNU6-478P	0	0	0	0	0	0
ENSG00000303943	0	0	0	0	0	0
MARK2P15	0	0	0	0	0	0
ENSG00000309992	0	0	0	0	0	0
ENSG00000310011	0	1	1	0	1	2
ENSG00000310030	0	0	0	0	0	0
LINC02650	0	0	0	0	0	0
ENSG00000286876	0	1	1	0	0	0
ENSG00000223565	0	0	0	0	0	0
RNU6-129P	0	0	0	0	0	0
ENSG00000302732	0	0	0	0	0	0
ENSG00000296548	0	0	0	0	0	0
ENSG00000233258	0	0	0	0	0	0
RNU1-65P	0	0	0	0	0	0
ENSG00000305475	0	0	0	0	0	0
ENSG00000305492	0	0	0	0	0	0
HMGN2P8	0	0	0	0	0	0
ENSG00000271933	0	0	1	0	0	0
GHITM	4720	4951	10051	7278	8993	4600
CERNA2	0	0	0	0	3	0
GPR15LG	0	0	0	0	0	0
CDHR1	571	528	850	700	1499	639
LRIT2	0	0	0	0	0	1
RGR	0	0	0	0	1	0
LRIT1	6	4	7	3	3	4
ENSG00000310346	0	0	0	0	0	0
LINC00858	53	53	78	80	95	27
ENSG00000306380	0	0	0	0	0	0
CCSER2	921	883	1497	2001	2894	865
RPL12P29	0	0	0	0	0	0
TNPO1P1	0	1	9	1	5	1
ENSG00000293826	0	0	0	0	0	0
CACYBPP1	0	0	1	0	0	0
ENSG00000307522	0	0	0	0	0	0
RPS3AP5	33	46	372	62	169	29
ENSG00000294917	1	1	0	3	2	1
ENSG00000296397	0	0	0	1	0	0
ENSG00000308194	0	0	0	0	0	0
ENSG00000307933	0	0	0	0	0	0
ENSG00000288218	0	0	0	0	0	0
LINC01519	0	0	0	0	0	0
ENSG00000287057	0	0	0	0	0	0
LINC02647	0	0	0	0	0	0
ENSG00000299788	0	0	0	0	0	0
ENSG00000224504	0	0	0	0	0	0
LINC01520	0	0	0	0	0	0
ENSG00000279910	0	0	0	0	0	0
RNU6-325P	0	0	0	0	0	0
ENSG00000280134	0	0	0	0	0	2
ENSG00000309543	0	0	0	0	0	0
GRID1-AS1	0	0	0	0	0	0
GRID1	24	25	23	27	106	55
ENSG00000278333	0	0	0	0	0	0
ENSG00000270002	0	0	0	0	0	0
RN7SKP238	0	0	0	0	0	0
ENSG00000236606	0	0	0	0	0	0
RNA5SP322	0	0	0	0	0	0
MIR346	0	0	0	0	0	0
ENSG00000287475	0	2	4	1	1	0
ENSG00000286359	0	0	0	0	0	0
WAPL	3315	2937	5285	4423	6295	2340
RNU6-780P	0	0	0	0	0	0
ENSG00000309103	0	0	1	0	0	0
ENSG00000304757	1	1	0	0	2	2
WAPL-DT	45	52	37	46	84	34
ENSG00000304778	0	0	0	0	0	0
RPL7AP8	0	4	6	1	2	0
ENSG00000293748	0	0	0	0	0	0
OPN4	0	0	0	0	0	0
ENSG00000289258	0	0	0	0	0	0
LDB3	38	39	53	29	61	26
ENSG00000272631	43	19	37	39	78	15
BMPR1A	3603	3276	8656	9011	8002	2833
RPAP2P1	0	0	3	0	0	0
RNU1-19P	0	0	0	0	0	0
MMRN2	127	102	121	106	214	86
ENSG00000281974	0	0	0	0	2	0
SNCG	163	172	406	292	1268	587
ADIRF-AS1	62	67	60	82	180	61
ADIRF	2	2	1	0	11	4
ENSG00000293605	0	0	0	0	0	0
ENSG00000273413	0	0	0	0	0	0
ENSG00000151303	10	6	2	7	22	8
BMS1P3	0	0	0	0	0	0
AGAP11	0	0	0	0	0	0
ENSG00000229969	0	0	0	0	2	1
FAM25A	0	0	0	0	0	0
ENSG00000271573	0	0	0	0	0	0
RNU6-529P	1	2	0	0	2	0
GLUD1	3973	4122	6778	5203	11209	5043
SHLD2	1431	1480	1970	2006	2314	858
ENSG00000237280	0	0	0	0	0	0
RN7SL733P	0	0	0	0	0	0
NUTM2A-AS1	974	839	1354	1288	2117	879
ENSG00000287077	12	14	20	19	37	12
ENSG00000285257	0	0	0	0	0	0
NUTM2A	16	18	15	2	17	28
ENSG00000296924	0	0	0	0	0	0
LINC00863	200	188	269	156	254	152
NUTM2D	47	42	54	41	133	58
NPAP1P3	0	0	0	0	1	0
ENSG00000306616	0	0	0	0	0	0
FAM245A	0	0	1	0	0	0
CTSLP1	0	0	0	0	0	0
ENSG00000231569	0	0	0	0	0	0
ENSG00000305816	7	4	10	6	11	2
ENSG00000286445	1	8	5	12	11	5
MIR4678	0	0	0	0	0	0
MINPP1	1239	1139	1866	1480	1962	843
ENSG00000223761	0	0	0	0	0	0
ENSG00000225913	3	3	8	5	4	1
ENSG00000196566	23	37	40	21	47	6
RPS26P38	0	0	0	1	0	0
PAPSS2	1176	1084	1702	1080	1900	935
ATAD1	1953	1846	4425	3870	5269	1888
CFL1P1	21	21	50	61	109	24
RN7SL78P	0	0	0	0	0	0
KLLN	14	17	36	39	52	19
PTEN	1382	1231	2313	2568	3677	1155
MLDHR	0	0	0	0	0	0
RPL11P3	2	2	26	25	33	1
ENSG00000297977	0	0	3	4	3	1
ENSG00000200891	0	0	0	0	0	0
MED6P1	0	0	0	0	0	0
ENSG00000288875	0	0	0	0	0	0
ENSG00000298032	0	0	0	0	0	0
ENSG00000275015	0	0	0	0	0	0
RNLS	284	286	293	546	832	320
ENSG00000306542	0	0	0	0	0	0
ENSG00000293705	0	0	0	0	0	0
ENSG00000289952	25	16	23	31	57	17
LIPJ	1	3	0	3	6	1
RPL7P34	0	0	0	0	0	0
LIPF	1	0	0	0	0	0
NAPGP1	0	0	0	0	0	0
LIPK	0	0	0	0	0	0
KRT8P38	0	0	0	0	0	0
LIPN	0	0	0	0	0	0
RCBTB2P1	0	0	0	0	0	0
LIPM	0	0	1	0	0	0
ANKRD22	0	0	4	0	0	0
PTCD2P2	0	0	0	0	0	0
ENSG00000296045	1	0	0	0	0	0
STAMBPL1	143	117	153	244	753	222
ACTA2-AS1	0	0	0	0	2	2
ACTA2	29	27	62	106	430	143
FAS	82	49	172	228	364	112
ENSG00000286116	1	4	0	4	5	2
ENSG00000275693	0	0	0	0	0	0
ENSG00000307973	0	0	0	0	0	0
MIR4679-2	0	0	0	0	0	0
MIR4679-1	0	0	0	0	0	0
ENSG00000301786	0	0	0	0	0	0
ENSG00000301799	0	0	0	0	0	0
ENSG00000233292	0	0	1	1	0	0
ENSG00000300343	0	0	0	0	0	0
CH25H	3	1	5	2	2	1
LIPA	1632	1628	1174	1176	2493	1086
ENSG00000232110	0	0	0	3	2	1
IFIT2	1	1	1	1	6	0
IFIT3	10	9	34	16	45	17
IFIT6P	0	0	0	0	0	0
IFIT1B	0	0	0	0	0	0
IFIT1	126	132	92	222	556	196
ENSG00000299483	0	0	0	0	0	0
IFIT5	170	157	374	365	607	205
SLC16A12	226	207	1210	639	91	68
SLC16A12-AS1	0	0	0	0	0	0
PANK1	1248	1280	2232	2569	3448	1210
MIR107	0	0	0	0	0	0
ENSG00000235100	79	87	76	49	127	51
PANK1-AS1	23	20	26	27	53	17
KIF20B	2779	2325	3740	5249	7221	1877
MTND5P42	0	0	0	0	6	1
ENSG00000309572	0	0	0	0	0	0
LINC00865	3	1	9	4	2	0
MARK2P16	0	0	0	0	0	0
LINC01375	0	0	0	0	0	0
SNRPD2P1	0	1	22	6	17	1
ENSG00000287150	5	7	13	5	1	0
RN7SKP143	0	0	0	0	0	0
ENSG00000297645	0	1	3	5	1	0
ENSG00000297655	0	0	0	2	1	0
ENSG00000297689	8	5	102	114	0	5
ENSG00000294273	0	0	0	0	0	0
LINC02653	3	0	0	2	0	0
ENSG00000224750	0	0	0	0	0	0
ENSG00000238291	0	0	0	0	0	0
ENSG00000283053	0	0	0	0	0	0
HTR7	107	87	107	107	509	198
ENSG00000289580	4	6	4	5	28	6
ENSG00000306051	0	0	0	0	1	1
ENSG00000298380	0	0	0	2	2	1
RPP30	1551	1548	2863	2715	3420	1211
ANKRD1	2	3	0	0	0	0
RNU6-740P	0	0	0	0	0	0
ENSG00000310012	0	0	0	0	0	0
ENSG00000225519	0	0	0	0	0	0
ENSG00000273124	0	0	0	0	0	0
LINC00502	0	0	0	0	0	0
DDX18P6	1	1	2	1	5	1
NUDT9P1	2	0	0	1	7	0
ENSG00000286981	0	0	0	0	0	0
PCGF5	280	246	338	621	1142	314
ENSG00000294447	0	0	0	0	0	0
HECTD2-AS1	1	0	5	1	5	5
HECTD2	450	442	810	1342	2493	767
ENSG00000271385	0	0	0	0	0	0
RPS27P1	0	0	0	0	0	0
ENSG00000309067	1	3	1	1	12	1
PPP1R3C	171	198	115	186	678	298
GAPDHP28	0	0	0	0	1	0
FAF2P1	0	0	0	0	0	0
ENSG00000307213	0	0	3	0	0	0
TNKS2-DT	13	21	35	43	53	18
TNKS2	4027	3686	6103	5291	8009	3034
SRP9P1	2469	2638	4644	2366	5493	3366
ENSG00000302365	12	18	10	15	19	5
ENSG00000302386	1	1	0	0	3	0
ENSG00000273497	0	0	0	0	0	0
FGFBP3	2963	3122	3441	3396	10945	4838
ENSG00000272817	15	15	34	50	66	21
BTAF1	1721	1524	2361	2544	4036	1261
CPEB3	43	28	144	130	190	81
ENSG00000252993	0	0	0	0	0	0
ENSG00000304609	0	0	2	0	1	0
SDHCP2	12	17	138	37	93	28
EIF4A1P8	0	0	0	0	0	0
ENSG00000221042	0	0	0	0	0	0
NHP2P1	386	399	1409	392	949	384
ENSG00000301426	0	0	1	0	0	0
MARCHF5	859	827	1566	1328	2174	1002
RNY3P12	1	0	0	0	0	0
ENSG00000304764	0	2	4	0	3	0
MARK2P9	1	0	0	0	0	0
ENSG00000301374	0	0	0	0	0	0
ENSG00000286795	0	0	0	0	0	0
IDE	2508	2315	5132	4666	6557	2296
KIF11	4444	4187	7202	8480	12541	3903
RPL11P4	0	0	0	0	0	0
RN7SL644P	0	2	0	0	0	0
EIF2S2P3	315	314	938	1214	1580	218
HHEX	48	37	304	198	76	30
ENSG00000297703	0	0	0	0	0	0
ENSG00000302698	0	0	0	0	0	0
EXOC6	330	318	542	707	979	313
ENSG00000307727	0	0	0	0	0	0
ENSG00000225118	0	0	0	0	0	0
CYP26C1-DT	0	1	0	0	0	0
CYP26C1	6	8	6	3	1	2
ENSG00000285846	0	0	0	0	0	0
ENSG00000304168	2	2	0	0	1	4
ENSG00000279607	0	4	0	0	7	5
CYP26A1	72	55	55	25	121	87
NIP7P1	0	0	0	0	0	0
ENSG00000296225	1	0	1	1	1	0
XRCC6P1	6	3	71	23	41	4
ENSG00000297060	14	13	12	5	6	6
RPL17P34	0	0	7	0	4	1
MYOF	136	92	62	47	52	25
CEP55	1258	1144	1708	2505	3883	1115
RNA5SP323	0	0	0	0	0	0
FFAR4	0	0	3	4	6	0
RBP4	19	19	19	24	44	13
PDE6C	0	0	1	3	0	1
FRA10AC1	494	426	1015	1020	1383	414
ENSG00000303320	6	0	8	4	1	2
LGI1	63	81	1	51	121	18
ENSG00000280660	0	0	0	0	2	0
ENSG00000280485	0	0	0	0	0	0
ENSG00000295085	0	0	0	0	0	0
ENSG00000306483	0	0	0	0	0	0
RAB11AP1	0	0	0	0	0	0
SLC35G1	352	306	539	621	1341	397
ENSG00000293162	0	0	0	0	0	0
PIPSL	0	0	0	0	0	0
ENSG00000298616	0	0	0	0	5	0
PLCE1	27	15	4	14	61	15
PLCE1-AS2	0	0	0	0	0	0
ENSG00000298122	0	0	0	0	0	0
HDAC1P1	0	0	1	0	0	0
RNU6-657P	0	0	0	0	0	0
ENSG00000228553	0	0	0	0	0	0
PLCE1-AS1	0	0	0	0	0	0
ENSG00000273450	0	2	1	3	1	0
NOC3L	1060	1085	1743	1506	1702	721
TBC1D12	151	135	271	198	401	149
HELLS	4598	4064	7130	6326	6805	2104
ENSG00000244332	4	0	1	0	0	0
CTBP2P2	0	0	0	0	0	0
CYP2C18	2	1	1	1	2	2
ENSG00000276490	0	0	0	0	0	0
CYP2C19	0	0	1	1	8	2
MTND4P19	0	0	0	0	0	0
CYP2C58P	0	0	0	0	0	0
RPL7AP52	0	0	0	0	0	0
CYP2C9	0	0	0	0	0	0
MTND4P20	0	0	0	0	0	0
ENSG00000303732	0	0	0	0	0	0
CYP2C59P	0	0	0	0	0	0
CYP2C60P	0	0	0	0	0	0
ENSG00000237885	0	0	0	0	0	0
CYP2C8	30	13	19	16	2	3
ENSG00000231829	4	0	1	0	0	0
ENSG00000234026	9	8	19	7	2	1
ENSG00000274691	1	0	1	4	0	0
PAWRP1	0	0	0	0	0	0
ACSM6	4	1	3	0	0	0
PDLIM1	5823	5400	7981	5390	2138	787
ENSG00000302434	1	0	1	0	0	0
ENSG00000302444	0	1	1	0	0	0
SORBS1	1317	1216	2799	2083	1934	651
RPS3AP36	0	1	0	0	0	0
ALDH18A1	6334	5840	8557	4783	10113	4798
TCTN3	2042	1858	2873	2607	4263	1709
ENTPD1	220	207	105	180	674	218
ENTPD1-AS1	761	680	1529	965	1866	840
ENSG00000240527	0	0	0	0	0	0
ENSG00000270099	0	0	0	0	0	0
CC2D2B	10	7	19	16	26	9
RPL21P90	0	0	0	0	0	0
CCNJ	1682	1562	4139	3593	4644	1678
MIR3157	0	0	0	0	0	0
ENSG00000303273	0	0	0	0	0	0
RNU6-271P	0	0	0	0	0	0
ENSG00000287009	18	12	25	23	25	12
ZNF518A	1539	1375	2330	2377	3736	1178
BLNK	3	3	3	3	8	3
NPM1P25	0	0	0	0	0	0
ENSG00000308142	0	0	0	0	0	0
ENSG00000296772	0	0	0	0	0	0
ENSG00000229418	0	0	0	0	0	0
ENSG00000300684	0	0	0	0	0	0
DNTT	1	1	6	6	4	1
OPALIN	17	19	12	21	61	31
TLL2	189	213	988	415	831	437
ENSG00000310117	0	0	0	0	0	0
TM9SF3	6688	6269	12771	8551	12001	5048
NPM1P26	2	5	31	11	16	6
ENSG00000309561	0	0	0	0	0	0
PIK3AP1	140	144	477	361	335	115
ENSG00000305121	0	0	0	0	0	0
RNA5SP324	0	0	0	0	0	0
RPS2P36	0	0	1	0	0	0
ENSG00000297649	0	1	4	9	0	0
RNU6-1274P	0	0	1	0	0	0
RPL13AP5	7150	7289	11115	7061	13050	7825
MIR607	0	0	0	0	0	0
LCOR	803	637	1408	1667	3411	968
HMGN2P35	0	0	0	0	0	0
SLIT1	83	57	232	91	86	48
SLIT1-AS1	0	0	0	0	0	0
ENSG00000296571	0	0	1	0	0	0
ARHGAP19-SLIT1	0	0	5	10	0	0
ENSG00000286683	0	1	0	0	0	0
ARHGAP19	2065	1901	2364	1741	3481	1558
ENSG00000231398	0	0	0	0	0	0
ENSG00000308526	3	1	1	0	0	0
RPL12P27	0	0	0	0	0	0
FRAT1	79	90	286	91	78	92
FRAT2	1139	1100	3159	2162	1427	583
ENSG00000225850	54	48	95	107	131	53
RRP12	1756	1408	3151	1155	2170	823
RPL34P20	0	0	0	0	0	0
ENSG00000231970	0	0	0	0	0	0
PGAM1	15707	15003	15118	11097	23990	13884
EXOSC1	1069	1019	1916	1558	2328	799
ZDHHC16	1498	1386	2952	1950	2974	1198
MMS19	5375	5065	6842	3207	8350	4289
UBTD1	712	561	1320	375	850	605
ANKRD2	0	0	0	0	1	0
HOGA1	21	18	7	5	22	6
ENSG00000249967	0	0	0	0	0	0
C10orf62	0	0	0	0	4	0
MORN4	789	699	1040	1167	2789	1164
PI4K2A	958	892	2109	1139	2764	1056
AVPI1	215	183	223	117	213	121
ENSG00000304388	0	0	0	0	0	0
MARVELD1	1716	1676	2723	1323	2994	1507
ZFYVE27	463	402	888	232	596	467
SFRP5	79	89	176	49	40	22
GOLGA7B-DT	0	0	0	1	1	0
GOLGA7B	3	3	8	1	3	3
CRTAC1	43	51	113	49	156	87
ENSG00000278752	0	0	0	0	0	0
R3HCC1L	686	666	1123	1064	1506	648
LOXL4	12	14	12	14	68	30
ENSG00000230928	0	0	0	0	1	0
ENSG00000303335	2	1	1	2	1	0
ENSG00000295265	0	0	0	0	0	0
ENSG00000306073	2	0	3	0	5	3
PYROXD2	37	34	31	36	192	96
MIR1287	0	0	0	0	0	0
HPS1	582	467	707	675	996	453
ENSG00000289758	0	0	0	0	0	0
MIR4685	0	0	0	0	0	0
HPS1-AS1	7	17	28	29	20	10
HPSE2	27	17	21	29	23	6
MIR6507	0	0	0	0	0	0
ARL5AP2	0	0	0	0	0	0
RPL7P36	0	0	0	0	0	0
ENSG00000306511	0	0	0	1	0	0
ENSG00000303594	2	0	0	0	3	0
CNNM1	97	98	107	140	534	171
GOT1	2368	2236	5115	2673	4729	2007
GOT1-DT	62	62	51	73	219	84
ENSG00000304797	0	0	0	0	0	0
ENSG00000228778	0	0	0	0	0	0
LINC01475	0	0	0	0	0	0
NKX2-3	0	0	0	0	0	0
ENSG00000229278	0	0	0	0	0	0
SLC25A28	318	294	590	399	718	239
SLC25A28-DT	2	4	3	4	8	2
ENSG00000285932	1	0	0	0	1	0
ENTPD7	563	551	830	682	661	272
EBAG9P1	0	0	3	1	2	1
CUTC	776	768	1241	914	1004	562
COX15	1115	1039	1908	1683	2236	904
ABCC2	13	20	25	24	58	16
NANOGP6	0	0	0	0	0	0
ENSG00000295976	0	0	0	0	1	0
DNMBP	1178	1032	1976	2403	5205	1442
DNMBP-AS1	0	0	0	0	0	0
ENSG00000310301	0	0	0	0	0	0
CPN1	15	6	0	0	0	0
ENSG00000305032	0	0	0	0	0	0
CYP2C23P	0	0	0	0	0	0
TPM4P1	0	0	0	0	0	0
SPCS2P2	0	0	0	0	1	0
ERLIN1	1874	1763	3107	2488	4441	1729
ENSG00000305493	2	1	1	2	11	1
CHUK	837	847	1331	1021	1085	426
ENSG00000236308	0	2	0	1	0	0
CHUK-DT	1	1	1	1	3	2
CWF19L1	958	997	1853	997	1331	721
SNORA12	0	1	1	6	9	0
PHB1P9	0	1	8	1	3	1
RNU6-422P	0	0	0	0	0	0
BLOC1S2	912	842	2347	1986	1975	824
PKD2L1	0	0	3	3	1	2
ENSG00000231188	4	4	1	0	1	0
SCD	73457	67682	84823	71458	151079	68392
ENSG00000289301	0	1	1	1	2	1
OLMALINC	1425	1189	1261	3110	6359	1634
WNT8B	35	43	12	1	7	3
ENSG00000303041	0	0	0	1	0	0
ENSG00000307584	37	26	11	17	4	3
SEC31B	76	58	56	67	216	95
ENSG00000255339	0	0	0	0	1	0
NDUFB8	511	462	1001	1502	2236	508
HIF1AN	2371	2206	3683	2074	3715	1709
ENSG00000298794	0	0	1	4	0	2
ENSG00000295641	0	0	0	0	2	1
ENSG00000295664	0	0	0	0	0	0
PAX2	8	5	38	20	10	8
ENSG00000295657	0	0	0	0	0	0
ENSG00000308123	0	0	0	0	0	0
ENSG00000272572	30	32	35	68	78	40
SLF2	892	828	1856	1433	2399	847
ENSG00000273476	0	0	3	2	3	1
MRPL43	1713	1463	2567	1891	2736	1209
SEMA4G	530	436	607	439	1260	513
MIR608	0	0	0	0	0	0
ENSG00000236662	4	1	10	0	11	6
TWNK	1224	1024	2065	993	1605	692
LZTS2	2528	2144	3923	1271	2980	1965
PDZD7	52	38	82	29	60	20
SFXN3	130	104	262	90	75	20
ENSG00000273162	38	47	77	79	117	23
KAZALD1	48	34	311	76	57	54
ENSG00000288844	6	2	18	1	2	3
TLX1NB	1	0	8	3	0	0
ENSG00000297415	0	0	0	0	0	0
TLX1	6	3	317	138	4	9
ENSG00000297403	0	3	27	3	0	2
ENSG00000297387	0	1	19	5	0	2
LINC01514	2	4	0	1	1	0
SMARCE1P7	0	0	0	0	0	0
ENSG00000303756	0	0	0	0	0	0
LBX1-AS1	0	0	2	5	0	0
LBX1	0	0	0	0	0	0
LINC02681	2	1	0	0	0	0
ENSG00000289441	2	2	22	1	9	6
RNU2-43P	0	0	0	0	0	0
ENSG00000225208	0	1	0	1	1	0
ENSG00000230967	0	0	0	0	0	0
BTRC	1254	1087	2322	2124	3055	1126
RNU2-59P	0	0	0	0	0	0
DPCD	514	460	885	492	1196	517
POLL	1170	1114	1679	467	1418	988
MIR3158-2	0	0	0	0	0	0
MIR3158-1	0	0	0	0	0	0
FBXW4	952	853	1621	643	1706	934
RNU6-1165P	0	0	0	0	0	0
ENSG00000286489	0	1	2	0	0	1
LINC03046	0	0	1	0	0	0
ENSG00000302227	0	1	0	0	0	0
ENSG00000308881	0	0	0	0	0	0
FGF8	35	40	441	135	5	13
NPM3	2500	2486	5475	1818	2405	1398
OGA	4973	4423	7169	6056	9825	3681
KCNIP2-AS1	17	13	27	16	17	5
KCNIP2	120	101	85	74	380	190
ENSG00000308219	1	4	5	10	13	5
ARMH3	807	708	1635	1428	1897	680
ENSG00000308403	0	0	0	0	0	0
HPS6	623	597	839	181	494	463
ENSG00000224302	2	1	1	0	0	0
ENSG00000229629	0	0	0	0	0	0
LDB1	3561	3378	6091	2876	7817	3424
ENSG00000308218	19	11	46	10	24	23
ENSG00000308204	4	7	7	10	16	4
PPRC1	3235	2658	4577	2866	4166	1423
NOLC1	9656	9002	14753	11389	13014	4873
ELOVL3	3	6	6	11	12	3
PITX3	14	14	9	2	0	2
GBF1	2022	1526	2636	1711	3762	1501
NFKB2	636	568	743	333	1453	788
PSD	191	175	250	45	198	155
FBXL15	447	383	635	204	287	266
CUEDC2	1082	1098	1602	741	2728	1455
ENSG00000298413	10	3	30	34	19	6
C10orf95-AS1	426	464	727	541	641	257
MIR146B	0	0	0	0	0	0
C10orf95	7	4	39	12	6	2
MFSD13A	499	442	1176	366	722	424
ACTR1A	5825	5376	8478	5210	10441	4945
ENSG00000273262	3	5	4	3	7	3
SUFU	976	816	1001	766	1974	907
RPL23AP58	0	0	0	0	4	1
RNU6-43P	0	0	0	0	0	0
TRIM8	670	506	1366	704	1600	676
TRIM8-DT	4	3	6	4	6	1
ENSG00000306250	0	0	0	0	0	0
ARL3	972	877	1624	1712	2713	993
SFXN2	1096	1019	1832	1148	1423	572
WBP1L	1195	1258	2599	1371	2154	1042
ENSG00000294669	0	0	0	0	0	0
ENSG00000294651	0	0	0	0	4	0
RNU6-1231P	0	0	0	0	0	0
CYP17A1	0	0	0	0	0	0
PFN1P11	0	0	0	0	0	0
ENSG00000282772	21	11	11	10	14	4
PTGES3P4	8	10	27	4	10	15
BORCS7	104	83	228	269	364	142
BORCS7-ASMT	0	0	0	0	0	0
ENSG00000296999	0	2	1	0	0	0
AS3MT	1	0	0	0	1	1
RPL22P17	0	0	0	0	0	0
ENSG00000286575	1	2	1	4	4	1
ENSG00000272912	0	0	0	2	1	0
CNNM2	1061	856	1393	1040	2265	844
ENSG00000278498	0	0	0	0	0	0
NT5C2	1249	1188	2723	2118	2427	830
RPS15AP29	0	0	0	0	0	0
MARCKSL1P1	0	0	0	0	0	0
ST13P13	0	1	8	5	14	0
ENSG00000306663	0	0	0	0	0	0
RPEL1	72	103	139	48	89	46
INA	835	786	4425	6268	3736	1021
PCGF6	619	566	1103	695	786	487
RNU11-3P	0	0	1	0	0	0
TAF5	915	940	1502	1308	1996	766
ATP5MK	556	593	1695	3189	2369	490
MIR1307	0	0	0	0	0	0
PDCD11	4034	3326	6865	2813	5172	2157
ENSG00000301927	0	0	0	0	0	0
CALHM2	57	50	1	0	5	3
ENSG00000273485	2	2	11	4	12	3
ENSG00000234699	3	6	0	1	0	0
CALHM1	24	19	0	2	22	10
CALHM3	4	7	1	2	0	3
NEURL1-AS1	0	0	0	0	0	0
ENSG00000301997	0	0	0	0	0	0
NEURL1	13	19	5	0	12	5
ENSG00000226431	0	0	0	0	0	0
ENSG00000287419	0	0	2	5	4	0
SH3PXD2A	1205	1048	1540	996	3292	1517
ENSG00000273108	0	0	0	0	0	0
ENSG00000289972	0	0	0	0	0	0
ENSG00000307705	0	0	3	0	3	3
SH3PXD2A-AS1	1	0	0	0	0	1
ENSG00000308556	0	0	0	0	0	0
ENSG00000289744	0	0	0	0	0	0
STN1	114	84	202	159	446	136
ENSG00000305692	0	0	0	0	0	0
ENSG00000289745	11	11	14	13	26	12
SLK	1534	1319	3329	3602	4749	1449
RN7SL524P	0	0	0	0	0	0
COL17A1	74	59	120	58	103	62
MIR936	0	0	0	0	0	0
ENSG00000297750	1	2	0	0	3	3
ENSG00000294028	0	1	0	0	1	0
ENSG00000294047	0	0	2	0	0	0
ENSG00000294070	0	0	0	0	0	0
SFR1	257	250	570	646	911	302
CFAP43	19	15	27	44	71	39
MIR609	0	0	0	0	0	0
GSTO1	891	886	3195	1955	2917	1527
ENSG00000302085	0	1	0	0	0	0
ENSG00000302058	17	9	12	16	18	7
ENSG00000302072	0	0	2	1	4	3
MIR4482	4	1	5	2	1	0
GSTO2	375	355	410	221	475	166
ITPRIP-AS1	0	0	0	0	0	0
ITPRIP	1122	921	2674	1229	3157	1599
ENSG00000270075	0	0	0	0	0	0
ENSG00000287779	0	0	0	0	0	0
CFAP58-DT	24	29	36	26	93	17
CFAP58	38	22	32	67	95	18
LINC02620	0	0	0	0	0	0
ENSG00000237761	1	0	0	0	0	0
SORCS3	37	39	128	168	415	125
SORCS3-AS1	0	0	0	0	0	0
ENSG00000306958	0	0	0	0	0	0
LINC02627	0	0	0	0	0	0
RNU6-463P	0	0	0	0	0	0
ENSG00000308875	1	3	1	4	0	3
PPIAP38	0	0	0	0	0	0
YWHAZP5	9	5	46	24	73	10
ENSG00000287732	0	0	0	0	0	0
ENSG00000299204	0	0	0	0	0	0
ENSG00000299224	0	0	0	0	0	0
ENSG00000286609	0	0	0	0	0	0
ENSG00000294147	0	0	0	0	0	0
ENSG00000303362	0	0	0	0	0	0
LINC02624	0	0	0	0	0	0
ENSG00000297210	0	0	0	0	0	0
ENSG00000297231	0	0	0	0	0	0
ENSG00000296565	0	0	0	0	0	0
RPL23AP59	0	0	0	0	0	0
ENSG00000301223	0	0	0	0	0	0
SORCS1	199	152	135	277	1038	332
ENSG00000287047	0	1	0	0	1	0
ENSG00000298047	0	0	3	0	0	0
RNA5SP325	0	0	0	0	0	0
ENSG00000294532	0	0	0	0	0	0
RNA5SP326	0	0	0	0	0	0
ENSG00000297245	0	0	0	0	0	0
ENSG00000303100	0	0	0	0	0	0
ENSG00000298678	0	0	0	0	0	0
LINC01435	5	2	0	5	2	1
ENSG00000299072	30	30	19	29	48	12
PTGES3P5	0	0	0	0	0	0
ENSG00000203434	0	0	0	0	0	0
LINC02661	0	0	0	0	0	0
MAPKAPK5P1	0	0	0	0	0	0
ENSG00000300300	0	0	0	0	0	0
ENSG00000303140	0	0	0	0	0	0
RN7SKP278	0	0	0	0	0	0
ENSG00000303158	0	0	0	0	0	0
RNU5B-6P	0	0	0	0	0	0
RNU6-839P	0	0	0	0	0	0
ENSG00000305864	0	0	0	0	0	0
PHB2P1	0	0	0	0	0	0
BTF3P15	0	0	0	0	0	0
ENSG00000270333	0	0	1	0	1	0
XIAPP1	3	4	23	7	20	8
RPL21P91	0	0	0	0	0	0
XPNPEP1	2172	2020	2757	2062	5314	2332
RNU4-5P	0	0	0	0	0	0
ADD3-AS1	10	4	15	2	16	11
ADD3	4072	4054	5872	5193	8864	3408
SNRPGP12	0	0	0	0	0	0
ENSG00000298785	0	0	0	0	0	0
ENSG00000303571	0	0	0	0	0	0
MXI1	613	555	657	872	2433	822
ENSG00000228417	0	0	0	0	1	0
ENSG00000304270	0	0	0	0	0	0
ENSG00000304249	0	0	0	0	0	0
ENSG00000214067	0	0	0	0	0	0
SMNDC1	1615	1629	2685	2237	2817	1113
ENSG00000297246	0	0	0	0	0	0
DUSP5-DT	1	1	2	2	3	0
ENSG00000300386	0	0	0	0	0	0
ENSG00000300364	0	0	0	0	0	0
HMGB3P5	0	0	0	0	0	0
DUSP5	1654	1580	3513	1331	2664	1412
ENSG00000295217	3	2	0	3	0	2
RPL7P35	0	0	0	0	0	0
SMC3	5879	5235	8442	9083	13852	4066
ENSG00000289954	0	0	0	1	0	0
RBM20	11	19	45	16	17	6
RN7SKP288	0	0	0	0	0	0
