""	WT_1	WT_2	Y2_1	Y2_2	YT_1	YT_2
FAM120AOS	1735	1619	2675	1336	3901	2598
ENSG00000307539	1	1	1	0	0	1
FAM120A	2575	2253	3932	1481	4345	4172
ENSG00000289031	0	1	1	0	3	0
PHF2	488	462	1221	485	1128	522
MIR548AU	0	0	0	0	0	0
ENSG00000308064	0	0	0	0	0	0
ENSG00000231990	4	1	3	0	3	8
MIR4291	0	0	0	0	0	0
ENSG00000304253	0	0	1	0	0	0
BARX1	131	106	164	151	188	43
BARX1-DT	5	0	0	2	2	0
ENSG00000299845	2	5	3	2	3	2
PTPDC1	349	318	552	299	780	440
CYCSP24	0	1	3	0	4	3
ENSG00000286834	2	0	1	0	1	1
ENSG00000293481	0	0	0	0	2	0
ENSG00000306640	0	0	0	0	0	0
MIRLET7A1HG	50	39	58	53	79	65
MIRLET7A1	0	0	0	0	0	0
MIRLET7F1	0	0	0	0	0	0
LINC02603	0	0	0	0	1	0
MIRLET7D	0	0	0	0	0	0
ENSG00000304460	1	0	0	0	0	0
ZNF169	150	135	186	122	330	188
VDAC1P11	0	1	0	0	0	0
NUTM2F	10	8	16	7	16	4
ENSG00000295037	0	0	0	3	6	0
ENSG00000232063	2	2	0	0	4	2
ENSG00000224815	0	0	0	0	0	0
PTMAP12	13	17	223	12	197	97
MFSD14B	2319	2179	3886	1344	3744	3023
YRDCP1	0	0	0	0	0	0
ENSG00000301368	0	0	0	0	0	0
ENSG00000286850	1	1	0	2	3	1
ENSG00000224245	0	0	0	0	0	0
RNU6-669P	0	0	0	0	0	0
PCAT7	151	151	468	286	865	405
FBP2	1	1	1	0	2	2
ENSG00000309965	0	0	1	0	0	0
FBP1	93	93	366	126	264	172
ENSG00000299469	0	1	0	0	0	0
ENSG00000294542	0	0	0	0	0	0
ENSG00000294530	0	0	0	0	0	0
ENSG00000288023	0	0	0	0	0	2
AOPEP	223	195	316	113	219	161
MIR2278	0	0	0	0	0	0
ENSG00000230815	0	0	0	0	0	0
ENSG00000236095	0	0	3	1	0	0
ENSG00000301606	0	0	0	0	0	0
ENSG00000224764	0	0	0	0	0	0
ENSG00000309119	0	0	0	0	0	0
ENSG00000285807	0	0	0	0	0	0
ENSG00000296366	0	0	0	0	0	0
MIR6081	0	0	0	0	0	0
ENSG00000296343	3	2	4	0	9	1
MIR23B	0	0	0	0	0	0
MIR27B	0	0	0	0	0	0
MIR3074	0	0	0	0	0	0
MIR24-1	0	0	0	0	0	0
FANCC	645	520	976	417	750	405
ENSG00000229065	0	0	0	0	0	0
ENSG00000223849	0	0	0	0	0	0
RNA5SP288	0	0	0	0	0	0
ENSG00000296603	0	0	0	0	0	0
ENSG00000230221	0	0	15	0	14	4
ENSG00000271384	2	2	4	1	10	5
MT1P1	0	0	0	0	1	0
PTCH1	729	644	1512	670	1835	1035
ENSG00000271314	0	0	0	0	0	0
ENSG00000271155	5	4	16	8	24	12
ENSG00000271659	0	0	5	6	12	8
ENSG00000305315	0	0	1	0	0	0
ENSG00000305334	0	0	0	0	0	0
ENSG00000229345	0	0	0	0	0	0
ENSG00000297470	0	0	0	0	0	0
ENSG00000228142	0	0	0	0	0	0
ENSG00000227358	0	0	0	0	0	0
ERCC6L2-AS1	43	41	72	50	145	41
ENSG00000307709	1	2	0	2	1	0
ENSG00000268926	2	1	3	1	4	1
ENSG00000298993	0	0	0	0	0	0
RNU2-46P	0	0	0	0	0	0
ERCC6L2	771	640	1146	498	1709	1154
RNA5SP289	0	0	0	0	0	0
PARK7P2	0	0	0	0	0	0
LINC00092	6	2	13	8	19	7
ENSG00000302345	0	0	0	0	1	0
ENSG00000237212	0	0	0	0	0	0
ENSG00000275465	0	0	1	0	0	0
ENSG00000302397	0	0	0	0	0	0
ENSG00000302382	0	0	0	0	0	0
ENSG00000287187	0	0	0	0	0	0
ENSG00000302362	0	0	0	0	0	0
EIF4BP3	963	819	1637	559	3050	2462
ENSG00000309674	0	0	0	0	0	0
ENSG00000295713	0	0	0	0	0	0
ENSG00000301032	0	0	0	0	0	0
HSD17B3	0	0	0	0	0	0
ENSG00000285269	0	0	0	0	0	0
HSD17B3-AS1	0	11	2	2	4	0
RNU6-1160P	0	0	0	0	0	0
SLC35D2	109	115	292	111	468	462
ENSG00000307454	0	0	0	0	0	0
ZNF367	309	284	432	231	707	392
NSA2P7	8	4	46	4	33	26
ENSG00000286835	2	5	8	5	8	7
ENSG00000300673	0	0	1	0	0	0
ENSG00000300691	12	4	5	5	0	0
ENSG00000287302	0	0	0	0	0	0
HABP4	511	413	779	662	1625	580
CDC14B	3748	3295	6552	4858	13124	5653
ENSG00000294402	0	0	0	0	0	0
ENSG00000294376	1	1	0	0	2	1
ENSG00000294420	0	0	0	0	0	0
PRXL2C	202	198	427	203	657	401
ENSG00000224848	37	36	55	32	78	38
MKRN10P	0	0	5	1	4	2
ZNF510	735	714	1144	655	2123	1264
ZNF782	156	151	290	79	331	345
ENSG00000294209	1	0	0	0	1	1
MFSD14CP	668	591	846	656	2122	974
PTMAP11	0	1	4	0	0	1
ENSG00000227257	0	0	0	0	0	0
NUTM2G	7	4	15	8	16	5
ENSG00000294229	0	2	4	0	1	0
YRDCP2	0	0	0	0	0	0
CTSV	2150	2287	2696	1036	2361	2299
TCEA1P1	0	1	0	1	0	0
GAS2L1P2	6	1	2	13	29	1
VN1R51P	32	17	38	36	128	73
FAM220CP	0	0	0	1	0	0
ENSG00000277103	31	22	61	21	49	51
ANKRD18CP	14	7	16	4	19	19
ENSG00000203279	529	480	618	372	640	438
RNU6-798P	0	0	0	0	0	0
ZNF322P1	2	2	10	2	9	8
ENSG00000289356	5472	4376	14343	386	44	14895
ENSG00000235494	2	1	2	1	1	1
SUGT1P4-STRA6LP	30	26	58	13	35	53
SUGT1P4-STRA6LP-CCDC180	3	1	1	4	2	9
SUGT1P4	0	0	0	0	0	0
STRA6LP	0	0	0	0	0	0
CCDC180	21	11	9	11	56	13
MIR1302-8	0	0	0	0	0	0
ENSG00000228957	0	0	0	0	0	0
ENSG00000297615	0	0	0	0	0	0
ENSG00000301262	0	0	0	0	0	0
ENSG00000286375	6	7	7	0	4	2
TDRD7	157	118	245	80	226	184
TMOD1	43	47	73	29	109	77
ENSG00000228174	0	0	0	0	0	0
TSTD2	804	728	1574	893	2129	1039
NCBP1	4102	4007	6007	2477	6434	5105
ENSG00000231521	0	0	0	0	1	0
XPA	85	62	197	90	282	235
KRT18P13	0	0	0	0	0	0
PTCSC2	0	1	3	1	2	0
ENSG00000260677	0	0	0	0	1	2
ENSG00000307267	0	0	0	0	0	0
FOXE1	1	1	0	1	5	2
ENSG00000307471	0	0	0	0	0	0
TRMO	122	97	226	74	216	187
ENSG00000287070	0	0	0	0	0	0
HEMGN	0	0	0	0	0	0
ANP32B	5754	5248	10928	3923	11711	8547
ENSG00000236896	0	0	0	0	0	0
RNU6-918P	0	0	0	0	0	0
ENSG00000298058	0	1	0	0	0	0
NANS	1358	1299	1978	778	1934	1295
TRIM14	886	805	848	377	1199	801
CORO2A	3981	3659	3636	1767	3994	2055
ENSG00000299446	0	0	0	0	0	0
TBC1D2	427	382	323	84	126	88
MIR6854	0	0	0	0	0	0
ENSG00000224001	0	0	0	0	0	0
ENSG00000299552	0	3	0	1	2	0
GABBR2	171	181	76	24	86	95
SEPTIN7P7	0	0	6	1	27	7
ANKS6	2460	2201	2719	1534	3267	1676
ENSG00000285706	9	5	10	7	13	4
GALNT12	835	779	841	554	1678	885
ENSG00000267026	0	0	0	0	0	0
NME2P3	0	0	0	0	0	0
ADIPINT	0	0	0	0	0	0
COL15A1	3	6	0	9	23	7
ENSG00000270412	0	0	0	1	2	0
TGFBR1	2279	2133	3123	2174	5274	2733
RNA5SP290	0	0	0	0	0	0
ENSG00000227269	1	0	2	0	0	0
RN7SL794P	0	0	0	0	0	0
ALG2	1071	1024	1919	694	1748	1800
SEC61B	2764	2675	4231	2123	4606	4064
ENSG00000294848	4	1	5	1	10	10
RN7SKP225	0	0	0	0	1	0
ENSG00000294793	0	0	0	0	0	0
KRT8P11	0	0	4	0	0	0
NAMA	28	18	24	17	57	32
ENSG00000277828	0	0	0	0	0	0
ENSG00000287955	0	0	0	1	0	0
ENSG00000277465	0	0	0	0	0	0
ENSG00000234860	0	0	0	0	0	0
ENSG00000294876	2	0	6	0	0	1
ENSG00000294949	0	0	0	0	0	0
ENSG00000294927	0	0	0	0	0	0
ENSG00000294904	0	0	0	0	0	0
NR4A3	3	0	9	3	4	9
STX17	1079	1057	1427	712	2235	1459
ENSG00000254571	0	0	0	0	0	0
ERP44	1438	1439	2927	1131	3080	2567
UPF3AP3	1	0	1	1	1	1
INVS	280	306	489	377	1161	573
RN7SL75P	0	0	0	0	3	0
RPS2P35	2	6	167	6	109	32
DPPA3P10	0	0	0	0	0	0
NANOGP5	0	0	0	0	0	0
TEX10	4016	3923	6364	2522	6912	6000
ENSG00000298775	520	417	346	290	733	347
MSANTD3	916	843	1522	685	2135	1482
MSANTD3-TMEFF1	5	5	1	1	3	0
ENSG00000307729	3	0	1	1	3	0
TMEFF1	157	97	185	118	98	26
CAVIN4	144	167	344	104	260	244
RN7SKP87	0	0	0	0	0	0
ACTG1P19	0	0	0	0	0	0
ENSG00000297333	0	0	0	0	0	0
ENSG00000230161	0	0	0	0	0	0
GAPDHP26	0	0	0	0	0	0
ENSG00000295090	0	0	1	0	9	0
PLPPR1	68	70	342	166	405	250
TRPC6P4	0	0	0	0	0	0
ENSG00000295109	0	0	0	0	0	0
ENSG00000253041	0	0	0	0	0	0
ACNATP	0	0	0	0	0	0
ENSG00000309967	0	0	0	0	0	0
BAAT	3	6	18	6	13	22
TRMT112P4	0	0	0	0	0	0
ENSG00000230328	0	0	0	0	0	0
FYTTD1P1	0	0	0	0	1	0
MRPL50	1609	1637	2831	1268	3454	2902
ZNF189	491	484	1004	499	1356	783
ALDOB	0	0	0	2	1	0
ENSG00000270982	0	0	0	0	0	0
ENSG00000299461	0	0	0	0	0	0
TMEM246-AS1	0	0	0	0	1	0
PGAP4	1756	1650	2794	2066	5043	2681
ENSG00000233055	0	0	0	1	0	0
RNF20	2275	2140	4623	1844	5267	4177
GRIN3A	1	0	78	2	7	46
PPP3R2	0	0	0	0	0	0
ENSG00000299588	0	0	0	0	0	0
MTND3P4	0	0	0	0	0	0
ARL2BPP7	0	0	0	0	0	0
ENSG00000296202	2	1	1	1	2	0
RNU6-329P	0	0	0	0	0	0
ENSG00000289079	0	0	0	0	0	0
ENSG00000286243	0	0	0	0	0	0
ENSG00000295687	0	1	0	1	0	2
CCSER2P1	0	0	0	0	0	0
LINC00587	0	0	0	0	0	2
ZYG11AP1	0	0	0	0	0	0
ENSG00000298247	0	0	0	0	0	0
ENSG00000307118	0	0	0	0	0	0
ENSG00000300529	0	0	0	0	0	0
ENSG00000234269	0	0	0	0	0	0
CYLC2	0	0	0	0	0	0
ENSG00000229830	0	0	0	0	0	0
LINC01492	0	0	0	0	0	0
ENSG00000226566	0	0	0	0	0	0
ENSG00000307505	0	0	0	0	0	0
RNA5SP291	0	0	0	0	0	0
ENSG00000299778	0	0	0	0	0	0
SMC2-DT	10	11	13	1	13	5
LINC03094	0	0	0	0	0	0
SMC2	2467	2206	4317	1882	6107	4645
ENSG00000297079	2	2	3	5	5	1
ENSG00000297139	0	0	0	0	0	0
ENSG00000293400	0	0	0	0	0	0
TOPORSLP	0	0	0	0	0	0
ENSG00000203396	0	0	0	0	0	0
OR13F1	0	0	0	0	0	0
ENSG00000283001	0	0	0	0	0	0
OR13C4	0	0	0	0	0	0
OR13C3	0	0	0	0	0	0
OR13C8	0	0	0	0	0	0
OR13D2P	0	0	0	0	0	0
OR13C5	0	0	0	0	0	0
OR13C2	0	0	0	0	0	0
OR13C9	0	0	0	0	0	0
OR13I1P	0	0	0	0	0	0
ENSG00000290765	0	0	0	0	0	0
OR13C1P	0	0	0	0	0	0
ENSG00000297101	0	0	0	0	0	0
OR13D1	0	0	0	0	0	0
OR13D3P	0	0	0	0	0	0
NIPSNAP3A	323	341	616	403	725	514
NIPSNAP3B	18	21	39	19	116	60
ABCA1	256	229	832	262	827	785
ENSG00000306712	0	0	0	0	0	0
ENSG00000226334	1	6	5	6	5	1
CT70	3	0	1	0	5	1
ENSG00000299043	4	5	2	3	10	7
ENSG00000286536	64	49	160	15	54	93
RN7SKP191	0	0	0	0	0	0
SLC44A1	4343	4325	8244	3621	9151	6667
ENSG00000289227	0	0	0	0	0	0
FSD1L	132	103	178	165	398	176
RALGAPA1P1	320	293	574	345	1141	852
FKTN-AS1	1	0	0	2	3	1
FKTN	830	733	1454	700	2481	1709
ENSG00000279609	0	1	0	0	1	0
TAL2	0	1	5	1	2	0
TMEM38B	712	679	1530	647	1372	1169
ENSG00000228366	0	0	8	0	7	2
DEPDC1P2	23	17	65	21	61	35
ENSG00000310433	0	0	0	0	0	0
SLC25A6P5	0	0	1	1	0	0
ENSG00000303675	0	0	0	1	0	0
ENSG00000303685	0	0	0	0	0	0
LINC01505	0	7	14	4	13	16
ENSG00000299785	0	0	0	0	0	0
ENSG00000225002	0	0	0	0	0	0
ENSG00000302742	0	0	0	0	0	0
ENSG00000229297	0	0	0	0	0	0
MIR8081	0	0	0	0	0	0
ENSG00000237062	0	0	0	0	0	0
RN7SKP77	0	0	0	0	0	0
ENSG00000302772	0	0	0	0	0	0
ENSG00000228143	0	0	1	0	1	0
ENSG00000309269	0	0	0	0	0	0
RNA5SP292	0	0	0	0	0	0
ENSG00000302724	7	8	12	5	20	9
ZNF462	1645	1166	2927	1518	5629	3403
ENSG00000302701	10	11	23	6	18	21
ENSG00000230782	0	0	0	0	0	0
RPL7AP44	0	0	0	0	0	0
ENSG00000306039	0	0	0	0	0	0
ENSG00000223615	0	0	0	0	0	0
ENSG00000225531	13	7	30	18	29	15
ENSG00000226047	0	0	0	0	0	0
ENSG00000304997	1	0	0	0	3	2
ENSG00000226535	0	0	0	0	0	0
ENSG00000305014	0	0	1	0	0	0
RAD23B	8282	8500	19532	7332	19374	15577
ENSG00000299203	0	0	0	0	1	0
ENSG00000309014	0	0	0	0	0	0
LINC01509	0	0	0	0	0	1
ENSG00000287233	0	0	0	0	0	0
HMGN2P32	0	0	0	0	0	0
RNU6-492P	0	0	0	0	0	0
KLF4	55	53	798	71	91	227
ENSG00000289987	0	2	3	0	0	0
ENSG00000308462	0	0	0	0	0	0
ENSG00000308445	0	0	0	0	0	0
ENSG00000236005	0	0	0	0	0	0
ENSG00000300342	0	0	0	0	0	0
PPIAP88	0	0	0	0	0	0
ENSG00000299632	0	0	0	0	0	0
ENSG00000301055	1	0	1	0	0	1
RNU6-996P	0	0	0	0	0	0
ENSG00000299606	0	0	1	0	2	0
ENSG00000304985	0	0	0	0	0	0
ENSG00000294077	0	0	0	0	0	0
ENSG00000301201	0	0	0	0	0	0
ENSG00000301188	0	0	0	0	0	0
ENSG00000295650	0	0	1	0	0	0
RNU6-1064P	0	0	0	0	0	0
ENSG00000302194	0	0	0	0	0	2
RN7SL659P	0	0	0	0	0	0
RPL36AP6	0	0	0	0	0	0
ENSG00000233727	0	0	0	0	0	0
RNA5SP293	0	0	0	0	0	0
ENSG00000303954	0	1	0	0	0	0
RPS15AP27	0	0	0	0	0	0
ENSG00000303967	0	0	1	0	0	0
RPL31P43	0	0	0	0	0	0
ENSG00000303981	0	1	0	0	0	0
CHCHD4P2	0	0	0	0	0	0
ENSG00000230030	0	0	0	0	0	0
ENSG00000303422	3	5	2	9	14	7
ENSG00000303441	0	0	0	0	0	0
ENSG00000307437	0	0	0	0	0	0
RPL36P14	1	2	32	1	33	13
ENSG00000231678	0	0	0	0	0	0
RPL36AP35	0	0	0	0	0	0
ENSG00000213556	0	0	0	0	0	0
ACTL7B	0	1	0	0	0	0
ACTL7A	0	0	0	0	0	0
ELP1	2231	2076	3183	1644	3786	2191
ABITRAM	439	466	929	331	1605	1393
CTNNAL1	3298	3077	4070	2239	5550	3684
TMEM245	3045	2830	5011	3170	8928	4852
MIR32	0	0	0	0	0	0
FRRS1L	161	154	92	190	595	192
EPB41L4B	1110	1036	1611	575	1737	1638
RNU6-984P	0	0	0	0	0	0
MTND2P11	0	0	0	0	0	0
PTPN3	214	157	291	126	362	185
PALM2AKAP2	2922	2678	4868	2933	9158	4659
ENSG00000294633	0	0	0	0	1	0
MIR3927	0	0	0	0	0	0
YBX1P6	135	199	536	242	677	331
ENSG00000232939	1	1	0	0	0	0
ENSG00000309073	0	0	0	0	0	0
RPL21P87	0	2	5	0	4	1
ENSG00000302079	0	0	0	0	0	0
C9orf152	0	0	0	1	3	0
TXN	3343	3371	6734	2433	7807	8284
ENSG00000302400	5	4	1	1	1	4
TXNDC8	0	0	0	0	0	0
ENSG00000307888	0	0	1	0	0	0
SVEP1	47	36	85	34	59	57
RNU6-1039P	0	0	0	0	0	0
ENSG00000232896	0	0	1	0	0	0
MUSK	0	3	0	4	11	6
ENSG00000223918	0	0	0	0	0	0
LPAR1	127	97	396	93	315	366
RNU6-432P	0	0	0	0	0	0
ENSG00000301611	0	0	6	0	3	4
ENSG00000301627	1	0	2	1	1	4
RNY4P18	0	0	0	0	0	0
ENSG00000227531	0	0	0	0	0	1
ENSG00000308512	0	0	0	0	0	0
MIR7702	0	0	0	0	0	0
OR2K2	0	0	0	0	0	0
ECPAS	6973	6141	12139	4276	11664	8743
RNA5SP294	0	0	0	0	0	0
ZNF483	1746	1154	2569	1158	3519	2366
PTGR1	1118	1028	1913	989	2326	1302
ENSG00000224644	0	0	0	0	1	0
LRRC37A5P	9	11	23	15	71	13
DNAJC25	264	248	438	230	601	462
DNAJC25-GNG10	0	0	0	0	0	0
GNG10	3	2	0	2	1	0
SHOC1	0	0	1	1	0	0
ENSG00000293946	0	0	0	0	0	0
ENSG00000224067	0	0	0	0	0	0
ENSG00000297825	0	0	0	0	0	0
RNU6-1013P	0	0	0	0	0	0
ENSG00000309688	2	0	0	1	0	0
UGCG	1054	977	2428	1047	2590	1835
MIR4668	0	0	0	0	0	0
ENSG00000299696	0	0	0	0	0	0
RNU6-710P	0	0	0	0	0	0
LINC02977	37	30	81	23	117	56
SUSD1	178	188	416	128	364	291
RNU6-855P	0	0	0	0	0	0
RPL29P20	0	0	1	0	1	0
PTBP3	6123	5714	11146	4357	13805	10741
RN7SL57P	0	0	0	0	0	0
RNA5SP295	0	0	0	0	0	0
RN7SL430P	0	0	0	0	0	0
HSPE1P28	0	0	0	0	0	0
ENSG00000307073	0	0	1	1	5	0
RPL32P22	0	0	0	0	0	0
ENSG00000297814	6	1	4	10	15	8
HSDL2	1168	1072	2181	1009	3122	2247
HSDL2-AS1	10	16	17	15	35	24
KIAA1958	1312	1126	1565	1239	3521	1655
ENSG00000250068	0	0	0	0	0	0
ENSG00000294505	2	0	1	0	0	0
INIP	696	591	1275	685	1868	1674
SNX30-DT	3	5	7	2	7	6
SNX30	1054	1006	1908	1069	3004	1577
SLC46A2	2	4	0	0	0	0
SLC46A2-AS1	0	0	1	0	0	1
ENSG00000291094	8	3	3	15	35	3
MUPP	0	0	0	0	3	2
ZNF883	309	207	418	199	794	644
ZFP37	193	233	322	263	735	365
ENSG00000285115	0	0	2	2	1	0
ENSG00000284763	0	0	0	0	0	0
ENSG00000284962	0	0	0	0	0	0
ENSG00000285076	0	0	0	0	0	0
ENSG00000284867	0	0	0	0	0	0
ENSG00000285370	0	0	0	0	0	0
FAM225B	0	0	0	1	1	0
FAM225A	3	0	1	2	7	0
SLC31A2	61	55	137	45	105	70
FKBP15	883	735	1438	610	1729	1027
ENSG00000306272	0	0	0	0	0	0
SLC31A1	3592	3483	6344	3152	7395	5048
CDC26	175	170	272	96	209	152
PRPF4	1909	1908	3442	1405	3197	2423
RNF183	8	8	4	1	1	5
WDR31	61	51	64	83	211	70
BSPRY	262	258	476	54	92	198
HDHD3	334	267	424	307	349	119
ALAD	533	521	890	544	1542	804
POLE3	2226	2223	3931	1923	5799	3974
C9orf43	12	14	31	12	23	21
RGS3	714	705	752	858	1716	375
ENSG00000237073	1	0	0	0	0	0
ENSG00000282897	0	0	0	0	0	0
ENSG00000233817	0	0	0	0	0	0
ENSG00000227482	4	5	6	6	6	4
C14orf119P1	0	0	0	0	0	0
ENSG00000232905	0	0	14	0	7	0
ENSG00000310133	0	0	0	0	4	0
ZNF618	1684	1415	2461	1368	3850	2184
AMBP	25	36	28	28	63	9
ENSG00000294401	0	0	0	0	0	0
KIF12	85	67	107	31	41	20
ENSG00000304343	3	3	1	2	8	0
COL27A1	594	512	1197	487	1050	700
MIR455	0	0	0	0	0	0
ENSG00000297028	0	0	0	0	0	0
ORM1	4	5	12	8	39	18
ORM2	10	14	22	13	51	40
AKNA	2151	1783	3840	3874	8872	2198
ENSG00000298158	0	0	0	0	0	0
ENSG00000298561	1	0	0	0	1	0
ENSG00000235119	0	2	9	4	3	1
WHRN	368	273	1082	640	1206	483
ENSG00000271214	0	0	0	0	0	0
ENSG00000305362	0	0	0	0	0	0
ENSG00000235797	0	0	0	0	0	0
ATP6V1G1	3325	2869	10589	3233	9838	10485
TMEM268	711	650	2189	630	1883	1462
TEX53	0	0	0	0	0	0
ENSG00000294099	1	1	5	0	7	14
ENSG00000304356	0	0	0	0	0	0
TEX48	0	0	0	0	0	0
ENSG00000230284	0	0	0	0	0	0
ENSG00000274919	0	0	0	0	0	0
TNFSF15	14	9	12	2	12	4
ENSG00000301160	0	0	0	0	0	0
ENSG00000229817	0	0	1	0	0	1
DELEC1	18	21	1	0	0	0
TNFSF8	0	0	0	0	0	0
ENSG00000299819	0	0	0	0	0	0
TNC	1415	1056	217	183	521	189
ENSG00000307377	3	1	1	0	0	1
ENSG00000236461	0	1	0	0	0	0
ENSG00000234692	10	10	22	1	0	25
ENSG00000228714	0	0	1	0	0	1
ENSG00000293963	4	5	22	1	0	2
ENSG00000296984	0	3	2	0	0	3
ENSG00000308236	0	0	0	0	0	0
ENSG00000308189	0	0	1	0	2	3
LINC00474	0	2	13	1	1	27
ENSG00000228707	0	0	0	0	0	0
ENSG00000308256	0	0	0	0	0	0
ENSG00000299212	0	0	0	0	0	0
ENSG00000298241	0	0	0	0	0	0
PAPPA	90	72	8	5	29	5
ENSG00000298257	0	0	0	0	0	0
PAPPA-AS2	0	0	0	2	1	0
ENSG00000244757	0	0	0	0	2	0
PAPPA-AS1	0	0	0	0	0	0
ASTN2	510	448	716	557	1061	341
ASTN2-AS1	0	0	0	0	0	0
ENSG00000230894	0	0	0	0	0	0
ENSG00000308541	0	0	0	0	0	0
TRIM32	747	662	955	739	1780	980
ENSG00000285820	1	0	3	0	0	2
RPL10P3	2	1	43	0	87	39
SNORA70C	0	0	0	0	0	0
RN7SKP128	0	0	0	0	0	0
RN7SKP125	0	0	0	0	0	0
ENSG00000305268	0	0	0	0	0	0
ENSG00000233516	0	0	0	0	0	0
ENSG00000233569	0	0	0	0	0	0
RPL35AP22	0	0	0	0	0	0
ENSG00000285082	0	0	2	0	2	0
TLR4	54	58	21	104	274	73
RNU6-1082P	0	0	0	0	0	0
ENSG00000284977	0	0	0	0	1	0
ENSG00000294872	0	0	0	0	0	0
ENSG00000294815	0	0	0	0	0	0
ENSG00000231901	0	0	0	0	0	0
ENSG00000289735	0	0	0	0	0	0
ENSG00000294843	0	0	0	0	0	0
ENSG00000307874	0	0	2	0	0	0
ENSG00000289736	0	0	0	0	0	0
ENSG00000294316	0	0	0	0	0	0
TPT1P9	41	71	825	110	985	579
ENSG00000302872	0	0	0	0	0	0
ENSG00000300201	0	0	0	0	0	0
ENSG00000293785	0	0	0	0	0	0
ENSG00000225050	0	0	0	0	0	0
ENSG00000306621	0	0	0	0	0	0
LINC02578	0	0	0	0	0	0
TUBB4BP6	0	0	0	0	0	0
ENSG00000301712	0	0	0	0	0	0
ENSG00000302233	0	0	0	0	2	1
ENSG00000302252	0	0	0	0	0	0
BRINP1	1293	1166	1312	809	1955	1109
ENSG00000297716	0	0	0	0	0	0
ENSG00000297691	0	2	1	0	1	1
ENSG00000260970	0	0	0	0	0	0
ENSG00000297737	0	0	0	0	0	0
LINC01613	0	0	0	0	0	0
ENSG00000225960	0	0	0	0	0	0
ENSG00000299636	0	0	0	0	0	0
ENSG00000305111	0	0	0	0	0	0
ENSG00000309396	0	0	0	1	2	0
MIR147A	0	0	0	0	0	0
ENSG00000294948	1	0	3	1	4	0
ENSG00000301087	0	0	0	0	0	0
CDK5RAP2	1830	1609	2769	1897	5021	2109
ENSG00000308949	0	0	0	0	0	0
MEGF9	120	108	90	127	304	156
ENSG00000304436	0	0	0	1	2	2
ENSG00000304828	1	1	0	5	2	0
AHCYP2	0	0	0	0	0	0
FBXW2	2455	2259	4159	1858	4937	3538
B3GALT9	245	254	315	161	436	292
ENSG00000270917	4	2	0	0	0	0
PSMD5	1182	1100	35	3	6	17
CUTALP	218	214	1	2	7	0
PHF19	681	599	2043	669	1360	747
ENSG00000306516	0	0	0	0	1	0
TRAF1	59	47	60	66	177	57
C5	67	46	50	200	627	179
CNTRL	683	520	549	577	1863	754
RAB14	2338	2337	4650	2370	5332	3490
ENSG00000293945	4	5	6	3	11	5
RN7SL181P	3	1	0	0	1	0
GSN	2125	1822	2445	4374	6790	1483
ENSG00000214651	0	0	0	0	0	0
ENSG00000303539	0	0	0	0	0	0
ENSG00000239593	0	0	0	0	0	0
GSN-AS1	0	0	0	0	0	0
STOM	1122	995	1779	678	1700	1187
ENSG00000227355	11	8	13	4	14	11
GGTA1	1	0	0	3	12	5
RN7SL187P	0	0	0	0	0	0
ENSG00000293940	0	0	0	0	0	0
ENSG00000293886	0	0	4	0	5	3
HMGB1P37	0	0	0	0	0	0
DAB2IP	2356	2020	3261	1868	3459	1191
ENSG00000229854	0	0	0	0	0	0
ENSG00000293923	0	0	0	0	0	0
ENSG00000296031	0	0	0	0	0	0
TTLL11	27	38	84	31	120	59
ENSG00000298078	0	0	0	0	0	0
ENSG00000301342	1	1	2	0	0	0
MIR4478	0	0	0	0	0	0
NDUFA8	865	941	2633	1022	1879	1376
MORN5	0	0	1	1	1	2
LHX6	59	61	109	70	173	81
RBM18	489	456	985	518	1516	994
MRRF	982	980	2070	711	1865	1444
PTGS1	169	145	115	228	525	181
ENSG00000269970	0	0	4	0	1	2
ENSG00000233616	0	0	0	0	0	0
ENSG00000234156	1	2	1	1	2	1
OR1J1	0	0	0	0	0	0
OR1J2	0	0	0	0	0	0
OR1J4	0	0	0	0	0	0
OR1N1	0	0	0	0	0	0
OR1N2	0	0	0	0	0	0
OR1L8	0	1	0	2	0	0
OR1H1P	0	0	0	0	0	0
OR1Q1	0	0	0	0	0	0
OR1B1	0	1	1	0	0	0
OR1L1	0	0	0	0	0	0
OR1L3	0	0	0	0	0	0
TLK1P1	1	1	15	0	16	3
OR1L4	0	0	0	0	0	0
OR1L6	0	0	0	0	0	0
SKA2P1	119	138	229	128	479	250
OR5C1	0	0	0	0	0	0
PDCL	626	640	1191	566	1494	907
OR1K1	0	0	0	0	0	0
KRT18P67	0	0	0	0	0	2
RC3H2	1038	935	1905	887	2307	1701
SNORD90	0	0	0	0	0	0
ZBTB6	464	465	896	347	971	845
ZBTB26	364	372	534	357	944	549
ENSG00000261094	63	47	56	28	113	76
ENSG00000286718	4	1	7	4	2	2
RABGAP1	1297	1044	2056	1375	4206	2224
RNY1P15	0	0	0	0	0	0
ENSG00000213216	1	0	11	0	32	26
GPR21	0	1	0	0	0	0
ENSG00000225078	0	0	0	0	0	0
MIR600HG	756	461	748	571	1114	401
STRBP	4110	4055	6656	2741	7788	5478
MIR600	0	0	0	0	0	0
ENSG00000301211	0	0	0	0	0	0
ENSG00000308893	0	0	0	0	0	0
ENSG00000310003	0	0	0	0	0	0
ENSG00000298893	1	2	1	2	1	0
